StrandDiameter,Strands,A,AirGap,B,C,Current,D,E,Frequency,phi_A,phi_B,Turns,StrandedLossAC,CoreLoss,L,CoreType
0.112,20,16.4,1.922,11.6,6.7,3.39,11.2,9.6,282,7.0,14.4,35,4998.198110972589,442.49100000000004,49.4377119382127,PQ16/11.6
0.2,120,32.0,0.558,30.4,21.3,6.91,22.0,19.0,88,13.4,27.5,10,1363.67475545818,1382.0900000000001,37.6779927357058,PQ32/30
0.145,150,50.0,2.499,50.0,36.1,5.66,32.5,31.5,168,20.0,44.0,39,37554.9647401485,13323.6,354.854044952666,PQ50/50
0.138,250,40.5,2.277,30.3,20.0,14.46,28.0,28.0,184,14.9,37.0,15,30256.635750922,6990.71,33.2809620926788,PQ40/30
0.118,80,26.5,2.192,20.2,11.5,6.36,19.0,15.5,254,12.0,22.5,22,12601.407414787,1551.59,45.8757414676165,PQ26/20
0.178,40,26.5,1.129,24.8,16.1,3.77,19.0,15.5,112,12.0,22.5,28,4156.55340347152,914.229,132.580938614137,PQ26/25
0.133,30,32.0,1.159,20.5,11.5,2.17,22.0,19.0,200,13.4,27.5,51,7195.90928855298,2819.22,520.772179791823,PQ32/20
0.126,180,50.0,1.905,50.0,36.1,6.98,32.5,31.5,224,20.0,44.0,25,19226.127560946,21136.1,180.152049947707,PQ50/50
0.114,180,32.0,0.809,30.4,21.3,4.35,22.0,19.0,270,13.4,27.5,11,1082.2608538710501,1858.24,33.3569497903713,PQ32/30
0.085,10,20.5,1.943,20.2,14.3,2.0,14.0,12.5,485,8.8,18.0,29,1074.50311696574,578.865,54.231643804368,PQ20/20
0.141,200,35.1,1.441,34.8,25.0,9.15,26.0,23.5,177,14.3,32.0,15,9978.12573865456,5600.11,44.3351824649246,PQ35/35
0.077,350,26.5,1.709,24.8,16.1,4.34,19.0,15.5,600,12.0,22.5,12,3523.1683519471103,1288.23,17.3332674274825,PQ26/25
0.14,30,26.5,2.21,24.8,16.1,4.04,19.0,15.5,181,12.0,22.5,53,21560.9469818126,3361.2,274.69705385912,PQ26/25
0.116,250,50.0,2.191,40.0,26.1,4.0,32.0,31.5,264,20.0,44.0,33,24471.6480616657,7946.82,274.690506459159,PQ50/40
0.077,60,20.5,1.546,16.2,10.3,1.99,14.0,12.5,591,8.8,18.0,22,985.395746242978,448.638,36.0534414920485,PQ20/16
0.11,60,20.5,1.226,20.2,14.3,3.05,14.0,12.5,291,8.8,18.0,26,2984.6003519803,1326.07,62.5849831805678,PQ20/20
0.119,400,32.0,0.488,20.5,11.5,7.24,22.0,19.0,249,13.4,27.5,6,1739.3968888675,2573.18,15.0859852509922,PQ32/20
0.193,60,50.0,2.397,40.0,26.1,5.69,32.0,31.5,95,20.0,44.0,49,38778.5896888825,6950.97,564.093562281466,PQ50/40
0.119,200,40.5,0.711,30.3,20.0,2.95,28.0,28.0,248,14.9,37.0,22,3466.32832098997,5971.38,181.700315741622,PQ40/30
0.095,80,26.5,1.539,20.2,11.5,2.82,19.0,15.5,395,12.0,22.5,32,8322.83162228845,2400.0,130.626216666841,PQ26/20
0.2,180,50.0,0.824,50.0,36.1,10.88,32.5,31.5,72,20.0,44.0,9,1620.50721846021,3399.5099999999998,46.104283853554,PQ50/50
0.118,40,50.0,2.486,40.0,26.1,4.26,32.0,31.5,253,20.0,44.0,34,5979.9871748801,7230.63,263.66180997868696,PQ50/40
0.121,100,26.5,1.926,20.2,11.5,6.84,19.0,15.5,242,12.0,22.5,24,24103.9605414417,2826.7,60.8765743385795,PQ26/20
0.096,60,20.5,0.872,16.2,10.3,1.53,14.0,12.5,383,8.8,18.0,33,1956.61422518368,1023.42,129.32726159069801,PQ20/16
0.103,600,40.5,2.015,30.3,20.0,10.87,28.0,28.0,335,14.9,37.0,11,16765.2760152035,5753.79,19.6519922769511,PQ40/30
0.182,10,32.0,2.185,30.4,21.3,1.45,22.0,19.0,107,13.4,27.5,134,11145.4633844364,1669.3899999999999,2234.71569775563,PQ32/30
0.16,150,40.5,1.734,39.8,29.5,7.03,28.0,28.0,138,14.9,37.0,22,10629.9151715682,4143.2,90.6740950218722,PQ40/40
0.2,40,40.5,1.685,30.3,20.0,6.21,28.0,28.0,40,14.9,37.0,35,3244.54205914562,773.185,229.007843495737,PQ40/30
0.136,120,65.0,1.793,60.0,42.0,1.81,45.0,40.8,190,26.0,55.0,96,44982.225033483206,26996.0,4437.92886692671,PQ65/60
0.157,60,40.5,1.746,30.3,20.0,2.99,28.0,28.0,143,14.9,37.0,50,12146.2631968073,2891.04,454.453713780185,PQ40/30
0.129,40,26.5,2.391,20.2,11.5,5.5,19.0,15.5,211,12.0,22.5,42,31128.059557217402,3257.96,155.384319615111,PQ26/20
0.13,100,32.0,2.336,30.4,21.3,6.9,22.0,19.0,208,13.4,27.5,30,26483.0110152163,5843.06,106.292940663232,PQ32/30
0.193,180,50.0,1.294,50.0,36.1,12.24,32.5,31.5,95,20.0,44.0,13,8602.165759751,7620.83,66.37423717683939,PQ50/50
0.084,40,20.5,2.188,16.2,10.3,1.46,14.0,12.5,505,8.8,18.0,48,3205.26651621567,559.594,128.981788177252,PQ20/16
0.145,180,32.0,1.079,20.5,11.5,7.27,22.0,19.0,168,13.4,27.5,13,7792.92756836482,1589.32,35.9041438995975,PQ32/20
0.089,300,20.5,0.605,20.2,14.3,2.11,14.0,12.5,445,8.8,18.0,9,300.541712458785,290.404,13.1824797064729,PQ20/20
0.088,40,16.4,2.039,11.6,6.7,1.45,11.2,9.6,454,7.0,14.4,41,2593.75823593932,148.407,64.5620268036889,PQ16/11.6
0.134,100,32.0,0.92,20.5,11.5,3.21,22.0,19.0,197,13.4,27.5,27,7609.16472545988,2416.0,177.00523981227198,PQ32/20
0.077,200,16.4,1.213,11.6,6.7,3.73,11.2,9.6,594,7.0,14.4,10,1420.94943480445,228.919,5.92349565907284,PQ16/11.6
0.088,10,40.5,0.631,39.8,29.5,0.65,28.0,28.0,452,14.9,37.0,28,162.820632865935,1065.56,325.947520460883,PQ40/40
0.05,600,40.5,0.444,30.3,20.0,0.83,28.0,28.0,132,14.9,37.0,49,99.030601857675,1573.68,1341.52734342068,PQ40/30
0.104,40,16.4,2.043,11.6,6.7,3.89,11.2,9.6,328,7.0,14.4,31,8282.99876043623,533.77,36.8304243178313,PQ16/11.6
0.138,180,26.5,0.532,20.2,11.5,4.5,19.0,15.5,185,12.0,22.5,10,1521.07756554518,1018.63,31.4819495448089,PQ26/20
0.071,350,20.5,0.483,20.2,14.3,1.16,14.0,12.5,531,8.8,18.0,12,144.179614999627,284.674,28.221807414246598,PQ20/20
0.134,10,16.4,1.276,11.6,6.7,1.78,11.2,9.6,196,7.0,14.4,61,3924.6078466966,440.945,211.510438479033,PQ16/11.6
0.127,300,40.5,0.518,30.3,20.0,5.91,28.0,28.0,218,14.9,37.0,8,1045.58929706196,4165.87,31.379902737273202,PQ40/30
0.149,60,40.5,1.979,30.3,20.0,3.24,28.0,28.0,160,14.9,37.0,52,15992.1778070768,3719.38,445.94083018116504,PQ40/30
0.136,60,26.5,0.868,24.8,16.1,7.16,19.0,15.5,190,12.0,22.5,11,1619.6799644807002,1978.38,25.3995789722393,PQ26/25
0.158,20,20.5,1.558,20.2,14.3,3.33,14.0,12.5,142,8.8,18.0,41,4759.83383829477,897.906,129.087576947792,PQ20/20
0.078,100,20.5,1.921,16.2,10.3,3.79,14.0,12.5,574,8.8,18.0,15,1733.7690421746,530.938,14.03471695721,PQ20/16
0.081,250,32.0,2.057,30.4,21.3,1.8,22.0,19.0,534,13.4,27.5,33,6034.86925834343,1610.91,141.947904713007,PQ32/30
0.08,500,20.5,0.769,20.2,14.3,3.5,14.0,12.5,551,8.8,18.0,7,641.5464061794211,505.10699999999997,6.5650316475633,PQ20/20
0.112,100,50.0,1.844,40.0,26.1,1.2,32.0,31.5,280,20.0,44.0,87,16158.2967856975,6831.57,2193.59519900559,PQ50/40
0.107,40,16.4,0.729,11.6,6.7,1.63,11.2,9.6,307,7.0,14.4,28,1267.84420813336,352.87,70.62533658175529,PQ16/11.6
0.097,600,35.1,1.975,34.8,25.0,9.61,26.0,23.5,372,14.3,32.0,12,15832.3172306528,7447.79,22.1813420552259,PQ35/35
0.086,180,32.0,2.496,30.4,21.3,1.99,22.0,19.0,477,13.4,27.5,38,7875.394836906919,1669.59,161.809560081715,PQ32/30
0.121,150,32.0,1.636,20.5,11.5,6.75,22.0,19.0,241,13.4,27.5,23,29247.3610051689,4521.72,79.4525005436885,PQ32/20
0.088,400,26.5,2.196,24.8,16.1,5.13,19.0,15.5,452,12.0,22.5,13,6405.37116661638,861.355,16.5916859330468,PQ26/25
0.192,80,35.1,2.345,34.8,25.0,11.81,26.0,23.5,96,14.3,32.0,23,23036.3454631286,3941.82,71.5165190658496,PQ35/35
0.094,40,20.5,0.947,16.2,10.3,0.75,14.0,12.5,403,8.8,18.0,36,425.185068596974,177.238,143.741719955912,PQ20/16
0.082,40,16.4,2.47,11.6,6.7,1.54,11.2,9.6,527,7.0,14.4,50,4973.1377988942895,249.394,81.4373248567802,PQ16/11.6
0.082,200,26.5,1.566,20.2,11.5,2.56,19.0,15.5,522,12.0,22.5,18,2917.33938813735,640.873,40.7159513535374,PQ26/20
0.118,500,32.0,0.929,20.5,11.5,7.86,22.0,19.0,254,13.4,27.5,7,3955.24045000458,1151.25,11.794468269369,PQ32/20
0.083,600,65.0,0.971,60.0,42.0,2.59,45.0,40.8,185,26.0,55.0,36,3358.16210199663,19277.4,1038.51763887032,PQ65/60
0.087,40,20.5,1.132,16.2,10.3,3.23,14.0,12.5,468,8.8,18.0,10,327.962102062033,253.76,9.59498521659474,PQ20/16
0.107,100,26.5,1.682,20.2,11.5,6.31,19.0,15.5,311,12.0,22.5,15,5463.94268449904,1445.19,26.6429404370097,PQ26/20
0.162,250,40.5,1.196,39.8,29.5,10.73,28.0,28.0,134,14.9,37.0,10,4032.2166173677897,3215.54,24.9459990999094,PQ40/40
0.081,60,20.5,2.242,16.2,10.3,1.58,14.0,12.5,544,8.8,18.0,41,3444.30021494743,492.327,92.260775574705,PQ20/16
0.2,50,50.0,0.328,50.0,36.1,0.98,32.5,31.5,36,20.0,44.0,38,79.6874182724955,598.183,1797.96049278215,PQ50/50
0.077,30,20.5,2.145,16.2,10.3,2.41,14.0,12.5,595,8.8,18.0,26,1395.94900830739,578.541,38.4759287680396,PQ20/16
0.135,50,40.5,1.994,39.8,29.5,7.1,28.0,28.0,194,14.9,37.0,26,7124.59821449885,9362.01,113.918291049505,PQ40/40
0.2,150,26.5,0.306,20.2,11.5,5.95,19.0,15.5,24,12.0,22.5,6,57.7855361635356,47.0953,18.448632572949798,PQ26/20
0.097,500,32.0,1.199,30.4,21.3,6.36,22.0,19.0,375,13.4,27.5,11,6096.51446868715,3995.11,24.2102116726018,PQ32/30
0.112,80,20.5,0.816,20.2,14.3,2.75,14.0,12.5,282,8.8,18.0,18,1117.26291395584,836.401,41.3819400984999,PQ20/20
0.097,250,35.1,1.835,34.8,25.0,3.86,26.0,23.5,376,14.3,32.0,29,15504.478845704,8109.6,137.10922941029798,PQ35/35
0.2,60,35.1,1.187,34.8,25.0,4.9,26.0,23.5,68,14.3,32.0,28,3522.76307712257,1419.72,180.124197186383,PQ35/35
0.098,250,32.0,1.995,20.5,11.5,7.83,22.0,19.0,366,13.4,27.5,15,17434.0732393526,3082.78,28.6607970421736,PQ32/20
0.146,500,35.1,0.271,34.8,25.0,4.25,26.0,23.5,118,14.3,32.0,6,174.077610343131,1219.19,28.3365271594717,PQ35/35
0.2,40,16.4,0.159,11.6,6.7,3.26,11.2,9.6,52,7.0,14.4,6,32.8036943684837,45.6133,11.959454037694801,PQ16/11.6
0.134,350,65.0,2.463,60.0,42.0,12.34,45.0,40.8,197,26.0,55.0,19,46790.7848768003,32427.7,134.504152457663,PQ65/60
0.153,80,32.0,0.26,20.5,11.5,1.09,22.0,19.0,150,13.4,27.5,22,377.299825076305,927.223,353.791693724091,PQ32/20
0.193,60,32.0,0.843,20.5,11.5,5.08,22.0,19.0,95,13.4,27.5,21,5531.0528585669,1294.52,115.466164688792,PQ32/20
0.2,400,65.0,0.836,60.0,42.0,9.49,45.0,40.8,49,26.0,55.0,10,1569.31796197906,2446.2000000000003,91.1107368222618,PQ65/60
0.08,150,16.4,1.435,11.6,6.7,3.26,11.2,9.6,557,7.0,14.4,13,1751.87794830623,194.081,8.70888008982667,PQ16/11.6
0.091,80,20.5,2.347,20.2,14.3,2.76,14.0,12.5,425,8.8,18.0,27,3148.60490250503,603.636,40.4413733326742,PQ20/20
0.123,60,26.5,1.91,24.8,16.1,3.91,19.0,15.5,233,12.0,22.5,42,20228.3904851001,3675.63,194.174665554505,PQ26/25
0.08,250,20.5,0.97,20.2,14.3,2.07,14.0,12.5,547,8.8,18.0,14,875.207429488448,476.273,21.817197844891403,PQ20/20
0.134,50,35.1,1.258,34.8,25.0,7.31,26.0,23.5,197,14.3,32.0,16,2754.31988481619,5902.2,56.171247656812795,PQ35/35
0.134,120,40.5,1.727,39.8,29.5,9.43,28.0,28.0,197,14.9,37.0,17,7613.7376648197705,8848.74,54.307923127698295,PQ40/40
0.149,600,65.0,0.718,60.0,42.0,6.88,45.0,40.8,44,26.0,55.0,13,705.485139697601,2420.29,175.4414435785,PQ65/60
0.085,30,32.0,0.906,30.4,21.3,1.46,22.0,19.0,484,13.4,27.5,19,243.257637425918,1003.61,90.69027235460081,PQ32/30
0.086,30,50.0,2.235,50.0,36.1,3.3,32.5,31.5,475,20.0,44.0,21,1651.38263082446,5290.49,112.03823791694,PQ50/50
0.082,20,16.4,1.404,11.6,6.7,2.82,11.2,9.6,519,7.0,14.4,15,612.2218435550501,179.154,11.8116766483427,PQ16/11.6
0.102,80,65.0,0.469,60.0,42.0,3.45,45.0,40.8,339,26.0,55.0,8,238.380295624086,12195.0,95.5733724391914,PQ65/60
0.1,10,26.5,1.086,20.2,11.5,5.24,19.0,15.5,352,12.0,22.5,12,2344.88741631331,1618.91,24.6153786386833,PQ26/20
0.14,60,32.0,1.456,30.4,21.3,2.68,22.0,19.0,180,13.4,27.5,46,9476.20269000943,3067.45,362.79295800591,PQ32/30
0.085,150,26.5,1.635,24.8,16.1,1.33,19.0,15.5,485,12.0,22.5,37,3995.31678218985,817.566,170.90849573981598,PQ26/25
0.115,150,32.0,0.768,30.4,21.3,5.52,22.0,19.0,269,13.4,27.5,9,877.942200062279,2300.52,23.3096174964616,PQ32/30
0.081,80,40.5,2.324,39.8,29.5,2.99,28.0,28.0,532,14.9,37.0,23,1454.54373710217,3296.26,79.4007658822644,PQ40/40
0.123,40,40.5,0.735,30.3,20.0,0.73,28.0,28.0,233,14.9,37.0,93,3246.4658539888,5554.6,3158.37793464737,PQ40/30
0.155,600,50.0,1.458,40.0,26.1,19.57,32.0,31.5,146,20.0,44.0,7,13832.6008550975,6946.48,17.2072737340491,PQ50/40
0.17,50,50.0,2.43,50.0,36.1,2.64,32.5,31.5,122,20.0,44.0,84,27416.3582391615,7972.65,1681.62085161289,PQ50/50
0.154,80,50.0,2.403,50.0,36.1,12.77,32.5,31.5,149,20.0,44.0,16,8677.49989427326,9452.85,61.5334213041831,PQ50/50
0.166,250,50.0,2.339,50.0,36.1,12.13,32.5,31.5,128,20.0,44.0,18,28533.1864821944,8941.32,79.5486237442295,PQ50/50
0.098,200,20.5,0.34,16.2,10.3,3.3,14.0,12.5,366,8.8,18.0,6,194.684920719055,639.848,9.42438309739681,PQ20/16
0.088,120,40.5,1.268,39.8,29.5,2.11,28.0,28.0,458,14.9,37.0,18,503.65708413457,1734.54,77.0691053631278,PQ40/40
0.126,300,26.5,0.611,24.8,16.1,6.81,19.0,15.5,223,12.0,22.5,8,2367.70314092527,2205.5600000000004,18.0481661188032,PQ26/25
0.118,600,35.1,1.068,34.8,25.0,9.19,26.0,23.5,254,14.3,32.0,7,3109.5429655697903,2779.07,12.2272059566141,PQ35/35
0.112,10,16.4,1.662,11.6,6.7,1.23,11.2,9.6,282,7.0,14.4,76,3438.9371594940103,331.08,263.646402225829,PQ16/11.6
0.153,100,32.0,1.956,30.4,21.3,7.81,22.0,19.0,151,13.4,27.5,22,14098.6808223304,2874.16,65.7250599088063,PQ32/30
0.2,10,26.5,2.148,20.2,11.5,2.59,19.0,15.5,44,12.0,22.5,97,6421.48087878785,286.54,906.991329161834,PQ26/20
0.127,60,32.0,1.73,30.4,21.3,2.71,22.0,19.0,218,13.4,27.5,55,15952.1834756401,4965.18,452.466069411833,PQ32/30
0.119,10,16.4,0.269,11.6,6.7,2.01,11.2,9.6,248,7.0,14.4,13,197.671592659413,512.093,35.3886127389913,PQ16/11.6
0.082,100,16.4,1.614,11.6,6.7,2.56,11.2,9.6,519,7.0,14.4,20,2459.88516564585,218.831,18.7080836393666,PQ16/11.6
0.131,400,50.0,1.858,50.0,36.1,10.43,32.5,31.5,206,20.0,44.0,17,29212.8767962266,19879.3,84.931466394064,PQ50/50
0.2,50,40.5,0.295,39.8,29.5,3.16,28.0,28.0,27,14.9,37.0,11,62.2232032822618,182.421,95.5964434023775,PQ40/40
0.087,150,32.0,0.38,20.5,11.5,0.51,22.0,19.0,356,13.4,27.5,42,626.474616780097,1365.77,919.917163004753,PQ32/20
0.099,120,26.5,1.312,20.2,11.5,2.49,19.0,15.5,358,12.0,22.5,30,7842.822019523,1726.68,131.178947075468,PQ26/20
0.13,250,40.5,0.433,30.3,20.0,2.4,28.0,28.0,167,14.9,37.0,17,854.47513218167,2599.01,165.117359671801,PQ40/30
0.146,30,20.5,0.809,16.2,10.3,2.52,14.0,12.5,166,8.8,18.0,31,2296.79553087504,804.011,121.404786811765,PQ20/16
0.096,60,20.5,0.225,20.2,14.3,0.91,14.0,12.5,382,8.8,18.0,16,70.8390840568809,983.067,95.72576886614189,PQ20/20
0.1,350,50.0,2.077,50.0,36.1,3.41,32.5,31.5,356,20.0,44.0,35,23799.1660456337,15477.5,329.65226324919,PQ50/50
0.114,120,50.0,2.333,50.0,36.1,4.06,32.5,31.5,271,20.0,44.0,35,11523.648929394802,11671.5,301.242239591124,PQ50/50
0.107,350,35.1,0.958,34.8,25.0,9.52,26.0,23.5,309,14.3,32.0,6,1333.56727216017,3684.88,9.80641036962033,PQ35/35
0.16,400,40.5,0.573,39.8,29.5,6.33,28.0,28.0,131,14.9,37.0,8,1025.63870933464,2039.12,28.872731649365,PQ40/40
0.148,120,65.0,1.58,60.0,42.0,18.66,45.0,40.8,162,26.0,55.0,8,4464.87512894097,17856.899999999998,34.1604530867383,PQ65/60
0.084,500,26.5,1.572,20.2,11.5,5.22,19.0,15.5,495,12.0,22.5,9,3730.34067932091,608.878,10.145939927503699,PQ26/20
0.091,40,16.4,1.014,11.6,6.7,0.84,11.2,9.6,423,7.0,14.4,38,802.611584462933,118.184,99.078333648774,PQ16/11.6
0.137,350,50.0,2.257,50.0,36.1,14.14,32.5,31.5,187,20.0,44.0,15,31258.3076595813,17847.6,56.7434755850097,PQ50/50
0.122,80,40.5,1.947,30.3,20.0,3.65,28.0,28.0,239,14.9,37.0,48,21344.425805732702,8859.310000000001,384.764965833092,PQ40/30
0.097,150,35.1,2.104,34.8,25.0,2.96,26.0,23.5,372,14.3,32.0,42,15955.5301286732,7941.33,259.068433756748,PQ35/35
0.084,180,16.4,0.917,11.6,6.7,2.58,11.2,9.6,498,7.0,14.4,10,627.414689447452,112.782,7.4532453530766,PQ16/11.6
0.2,40,40.5,2.263,39.8,29.5,4.54,28.0,28.0,54,14.9,37.0,57,7948.71678063696,1664.48,498.287081822949,PQ40/40
0.087,40,32.0,2.223,20.5,11.5,0.66,22.0,19.0,464,13.4,27.5,100,5728.91444192449,804.261,1164.79889118927,PQ32/20
0.113,350,40.5,1.421,39.8,29.5,4.54,28.0,28.0,277,14.9,37.0,20,7790.43021808165,5529.4,87.2071811170715,PQ40/40
0.152,10,20.5,1.089,20.2,14.3,0.93,14.0,12.5,152,8.8,18.0,99,2634.16821206986,758.538,996.262281707395,PQ20/20
0.078,200,16.4,1.222,11.6,6.7,3.17,11.2,9.6,585,7.0,14.4,11,1382.40953344029,182.675,7.12198727857704,PQ16/11.6
0.104,500,26.5,0.95,24.8,16.1,6.93,19.0,15.5,328,12.0,22.5,8,4007.60238730729,1782.24,12.4587975055556,PQ26/25
0.17,20,32.0,1.678,20.5,11.5,3.37,22.0,19.0,122,13.4,27.5,42,6428.09493596945,966.011,259.114950590948,PQ32/20
0.065,500,40.5,0.613,30.3,20.0,1.13,28.0,28.0,384,14.9,37.0,31,758.22264185977,3651.26,408.040212439551,PQ40/30
0.095,60,40.5,2.009,39.8,29.5,11.48,28.0,28.0,387,14.9,37.0,11,3971.70759721243,12179.3,20.2703732937178,PQ40/40
0.2,100,50.0,2.28,50.0,36.1,8.55,32.5,31.5,59,20.0,44.0,31,13522.469264117399,3756.98,240.809242638628,PQ50/50
0.2,500,107.0,2.097,87.0,56.0,13.72,70.0,72.5,26,41.0,93.7,18,4916.30626329235,3821.55,314.19672221735,PQ107/87
0.129,50,20.5,0.642,20.2,14.3,3.22,14.0,12.5,211,8.8,18.0,18,1008.21702340254,1231.11,50.3082811139597,PQ20/20
0.09,100,20.5,0.755,16.2,10.3,2.96,14.0,12.5,438,8.8,18.0,8,212.875544169915,236.513,8.55140090927876,PQ20/16
0.091,150,32.0,1.614,20.5,11.5,1.29,22.0,19.0,426,13.4,27.5,36,4082.50384595233,553.207,196.701285196003,PQ32/20
0.133,40,40.5,1.498,39.8,29.5,10.25,28.0,28.0,200,14.9,37.0,13,3138.64624809132,7441.39,35.3902251934157,PQ40/40
0.09,50,20.5,2.409,20.2,14.3,1.44,14.0,12.5,433,8.8,18.0,48,2941.4148388342,482.796,125.229985558845,PQ20/20
0.144,30,26.5,2.107,20.2,11.5,6.34,19.0,15.5,170,12.0,22.5,29,11600.473177699101,1625.27,82.4126090939492,PQ26/20
0.086,120,32.0,1.689,20.5,11.5,0.99,22.0,19.0,477,13.4,27.5,53,6088.793849696161,845.074,410.62892424252,PQ32/20
0.088,120,40.5,1.64,30.3,20.0,1.34,28.0,28.0,460,14.9,37.0,39,2379.40099765615,1742.08,290.3150297129,PQ40/30
0.068,180,40.5,1.942,39.8,29.5,0.62,28.0,28.0,586,14.9,37.0,92,4134.44172210408,3424.38,1453.63600280589,PQ40/40
0.19,200,40.5,0.814,30.3,20.0,10.14,28.0,28.0,98,14.9,37.0,10,3970.08359821655,2577.6,33.5911086461675,PQ40/30
0.081,180,50.0,2.396,50.0,36.1,0.7,32.5,31.5,534,20.0,44.0,99,11049.8486120828,5707.19,2359.38365038273,PQ50/50
0.132,500,65.0,1.988,60.0,42.0,7.67,45.0,40.8,204,26.0,55.0,24,53404.2338356685,28851.3,255.07283585042703,PQ65/60
0.113,120,50.0,1.35,50.0,36.1,1.78,32.5,31.5,274,20.0,44.0,43,4213.66877969728,7233.85,700.602577198792,PQ50/50
0.096,600,26.5,0.467,20.2,11.5,4.29,19.0,15.5,379,12.0,22.5,7,1544.14419328902,1777.64,17.2766368031211,PQ26/20
0.11,100,20.5,0.912,20.2,14.3,2.96,14.0,12.5,290,8.8,18.0,18,1555.52147874299,851.792,37.8684547586914,PQ20/20
0.107,250,50.0,0.453,40.0,26.1,1.59,32.0,31.5,185,20.0,44.0,24,576.339597477191,5099.54,544.576413524736,PQ50/40
0.124,350,40.5,1.682,39.8,29.5,11.59,28.0,28.0,228,14.9,37.0,13,13667.2895734893,10307.6,32.3954845491495,PQ40/40
0.162,300,50.0,1.801,50.0,36.1,12.72,32.5,31.5,134,20.0,44.0,12,11535.230550228,6539.889999999999,43.3419379194769,PQ50/50
0.082,300,32.0,1.433,30.4,21.3,4.38,22.0,19.0,520,13.4,27.5,10,1315.25510711232,1436.01,17.3599283396925,PQ32/30
0.144,50,40.5,2.345,30.3,20.0,4.21,28.0,28.0,171,14.9,37.0,48,17497.391764414497,4796.79,333.272644620868,PQ40/30
0.08,80,20.5,2.477,20.2,14.3,2.12,14.0,12.5,558,8.8,18.0,36,4396.67194644776,943.985,68.8968754816134,PQ20/20
0.084,40,16.4,1.255,11.6,6.7,0.74,11.2,9.6,505,7.0,14.4,51,1495.50574799175,162.442,149.771256115361,PQ16/11.6
0.092,500,26.5,1.505,24.8,16.1,5.45,19.0,15.5,413,12.0,22.5,8,2299.89748434664,531.16,8.54037668920531,PQ26/25
0.2,350,50.0,0.649,50.0,36.1,8.7,32.5,31.5,22,20.0,44.0,9,225.17509065496998,366.451,56.3311612188189,PQ50/50
0.172,600,50.0,0.4,40.0,26.1,8.06,32.0,31.5,96,20.0,44.0,6,971.035931931208,3747.89,38.0095299885596,PQ50/40
0.114,200,32.0,1.958,20.5,11.5,7.48,22.0,19.0,272,13.4,27.5,16,15670.3174025636,1957.59,33.1343668897371,PQ32/20
0.181,300,107.0,1.234,87.0,56.0,9.72,70.0,72.5,108,41.0,93.7,12,4989.69051942284,23826.6,218.647418246438,PQ107/87
0.134,120,40.5,2.448,39.8,29.5,9.83,28.0,28.0,198,14.9,37.0,22,16571.067250607,9901.62,69.9986260524924,PQ40/40
0.153,20,26.5,1.873,24.8,16.1,2.07,19.0,15.5,150,12.0,22.5,87,16865.1662847529,2170.85,846.817040475916,PQ26/25
0.124,30,20.5,1.12,20.2,14.3,2.07,14.0,12.5,230,8.8,18.0,47,4131.82175587795,1755.8400000000001,219.662790806169,PQ20/20
0.145,100,32.0,1.462,30.4,21.3,6.37,22.0,19.0,168,13.4,27.5,22,9877.599334887851,3718.97,82.7182646712269,PQ32/30
0.101,50,26.5,2.346,20.2,11.5,1.9,19.0,15.5,346,12.0,22.5,74,25318.5134941871,2382.01,489.862761070594,PQ26/20
0.085,120,26.5,1.206,24.8,16.1,0.77,19.0,15.5,490,12.0,22.5,45,2063.65027822692,638.001,323.807738332333,PQ26/25
0.088,350,26.5,1.756,20.2,11.5,6.68,19.0,15.5,458,12.0,22.5,8,3069.1847730777304,580.899,7.31057305177258,PQ26/20
0.108,180,40.5,0.915,30.3,20.0,2.98,28.0,28.0,301,14.9,37.0,19,2086.96216670318,3450.55,109.95285954008,PQ40/30
0.093,250,32.0,1.882,20.5,11.5,5.19,22.0,19.0,407,13.4,27.5,11,3122.88958459271,624.384,16.172299235053,PQ32/20
0.159,300,50.0,1.705,50.0,36.1,10.08,32.5,31.5,140,20.0,44.0,16,17364.334003687,9125.55,80.5833246691961,PQ50/50
0.159,300,40.5,1.112,30.3,20.0,12.69,28.0,28.0,139,14.9,37.0,8,4689.02798275096,2539.92,16.6609222973844,PQ40/30
0.081,500,50.0,2.202,50.0,36.1,11.35,32.5,31.5,538,20.0,44.0,6,2121.76364540717,6595.01,9.252463446477,PQ50/50
0.2,150,50.0,1.165,40.0,26.1,6.95,32.0,31.5,75,20.0,44.0,19,6545.67844265665,2998.86,152.681518298606,PQ50/40
0.101,40,35.1,1.856,34.8,25.0,5.5,26.0,23.5,348,14.3,32.0,19,2647.25156933965,5758.69,58.4082714994353,PQ35/35
0.094,50,26.5,1.744,24.8,16.1,5.95,19.0,15.5,401,12.0,22.5,9,856.771012646573,628.448,9.59684689846984,PQ26/25
0.079,400,26.5,1.64,24.8,16.1,6.07,19.0,15.5,572,12.0,22.5,8,2391.61687752462,1080.7,7.96760843753658,PQ26/25
0.082,80,26.5,1.811,24.8,16.1,0.71,19.0,15.5,525,12.0,22.5,74,4853.32215781105,916.376,628.8435809858499,PQ26/25
0.104,200,40.5,2.457,39.8,29.5,3.7,28.0,28.0,327,14.9,37.0,41,23750.4630722605,9806.72,242.108414960114,PQ40/40
0.15,60,40.5,1.86,39.8,29.5,2.39,28.0,28.0,156,14.9,37.0,67,13532.1033919857,4992.52,796.919527282329,PQ40/40
